6036,4,5,9,8,-0.790495974432,-1.0998508009528392
1543,1,1,8,3,-0.597740043709,-0.5753336470125395
2883,2,1,9,1,-0.355563390152,-0.23197030709547323
11562,8,7,6,1,0.344720531204,0.46255835358177133
11064,8,3,4,9,0.615952495332,0.2833072755943744
8241,6,2,1,2,0.268123090561,0.2747165748277167
12547,9,4,7,7,0.316193308127,0.6498577526558167
11774,8,9,3,4,0.441843033885,0.626895005165095
9666,7,2,9,8,0.0495801937551,0.08176228029882267
12160,9,1,5,5,-0.304579976549,-0.4706134873453684
2355,1,8,5,1,-0.0579986866969,0.11103096833789683
4302,3,2,6,1,-0.0551502384131,0.017586457290195062
9938,7,5,1,5,0.237174145425,0.5348560136648223
9480,7,1,3,9,0.400961463026,0.3046076758502061
10982,8,2,8,4,-0.257447215547,-0.2267397425648781
3675,2,8,4,1,-0.0285303294753,-0.12671957633521358
2218,1,7,3,7,-0.589948815124,-0.553156451628209
2456,1,9,3,3,-0.390033828947,-0.603525104406192
9859,7,4,5,3,0.231273310681,0.1556400640083156
12514,9,4,4,7,0.26624255866,-0.04268853047802923
1618,1,2,4,1,-0.640894051963,-0.4658879062880566
4583,3,4,9,7,-0.608437720593,-0.5452021482793433
1728,1,3,3,1,-0.595774288228,-0.4301398475616397
2324,1,8,2,3,-0.168434709932,-0.34663190067740424
12197,9,1,8,9,-0.139892454465,-0.0071175508144226685
8182,6,1,6,9,0.10547011853,0.4407598238260964
10492,7,9,7,9,-0.381283395285,-0.3777625985126381
11534,8,7,3,6,0.253083831694,0.04477747897451395
6194,4,7,2,1,0.827853759192,0.8558457546273172
8203,6,1,8,8,0.186563191578,0.13481367062599253
1800,1,3,9,7,-0.722974436103,-0.5783025660797322
3612,2,7,9,4,-0.723237194098,-0.7650055055292672
2795,2,1,1,1,-0.430581709328,-0.41839731851631606
12150,9,1,4,6,-0.0185010947629,-0.006371422324933375
6868,5,1,8,4,-0.749487590531,-0.7781887762549492
2191,1,7,1,2,0.954363238767,0.9551584397704022
5861,4,4,4,9,-0.16301885674,-0.10001724098549197
8740,6,6,2,6,0.16240689291,0.47999637019612795
5469,4,1,2,2,0.130621738667,-0.10310982801755908
9821,7,4,1,9,-0.105112003069,-0.14445079509625394
1714,1,3,1,9,0.938628529027,1.0616182606724027
9101,6,9,2,4,0.232513082012,0.03741749328166727
1673,1,2,9,1,-0.997559033025,-1.2691757622609143
3044,2,3,1,8,0.450230308718,0.3843446851452901
10781,8,1,1,1,0.223947496679,0.22160516903135533
13091,9,9,2,1,0.769349078847,0.7934925983137169
7757,5,9,1,2,-0.274980291632,-0.11992551224565859
1509,1,1,5,2,-0.777139195703,-0.5361886455322019
11518,8,7,2,1,0.666133556203,0.7105950326791077
9501,7,1,5,8,0.270238709483,0.20900811045869397
2279,1,7,9,2,-1.48604545827,-1.3633732210417524
9819,7,4,1,7,-0.00128668631517,-0.1337559247906268
11218,8,4,7,9,-0.120222715917,0.031652546235043946
2476,1,9,5,1,-0.0944695244853,3.3132606149292865E-4
11777,8,9,3,7,0.783077163446,0.7500660942282124
1472,1,1,1,9,1.07476907608,0.8358150266971158
9062,6,8,9,9,0.367525117581,0.5347911613500099
10509,7,9,9,4,0.0793373795735,0.025587963782997297
12607,9,5,2,1,0.391379661459,0.5433624986588377
5457,4,1,1,1,0.267398034207,0.2698128736256879
8923,6,7,8,2,0.319753408908,0.39408852310470144
10915,8,2,2,3,0.193610132094,0.09956756057023773
10452,7,9,4,2,0.40658935713,0.49579237768255513
9940,7,5,1,7,0.116310418306,-0.046047214438160816
10465,7,9,5,4,0.378653622573,0.6143261073007563
11482,8,6,9,9,-0.611771138729,-0.5574413368263053
5860,4,4,4,8,-0.0701485260491,0.05803567297373648
13030,9,8,7,6,0.608907809963,0.8856648581506688
5787,4,3,9,1,0.355545685418,0.04851997632078414
1654,1,2,7,4,-0.404200819481,0.037235544193098324
3736,2,8,9,7,-0.203758226907,-0.29228472705232106
13176,9,9,9,9,0.545411651111,0.6962795401428779
12477,9,4,1,3,0.160986592018,0.16768067611293372
4250,3,2,1,4,0.0521408333329,0.16781138407328866
2435,1,9,1,4,0.0482298199991,-0.21350720757295913
2500,1,9,7,3,-0.238710095544,-0.7080372402026356
2121,1,6,5,9,-0.24571398096,-0.22362238590724445
1555,1,1,9,4,-0.609794509381,-0.33682057395632625
10936,8,2,4,2,0.0935047772353,0.06426892964959077
1714,1,3,1,9,0.938628529027,0.8578006480607638
13170,9,9,9,3,0.36988051914,0.3694246481194261
9462,7,1,2,2,0.260994117187,0.3726324361382315
10827,8,1,5,3,-0.258802912571,-0.5870560610093702
5475,4,1,2,8,-0.387665856428,-0.5326078152460179
13080,9,9,1,1,0.810201446727,0.3697145742201458
8680,6,5,8,1,0.448709247278,0.467413515115961
8608,6,5,1,6,0.17567481932,0.14895624657206932
8980,6,8,2,4,0.452610867962,0.4542937274125141
12201,9,1,9,2,0.137073325116,0.17641486515414392
1910,1,4,8,7,-0.579264035453,-0.6779908092497601
2230,1,7,4,8,-0.487567526852,-0.5612345373561309
10079,7,6,3,3,0.37119411765,0.20714528504281776
7775,5,9,2,9,-0.422170349153,-0.5099812265357697
10436,7,9,2,8,-0.183995588736,-0.11443932901651797
13105,9,9,3,4,0.396847620947,0.486181346144266
9122,6,9,4,3,0.3797000399,0.47590712189483964
9176,6,9,9,2,-0.015898890463,0.08205679487909422
6518,4,9,9,6,-0.498380898194,-0.9063422157511825
9453,7,1,1,4,0.328219679508,0.5763887912997322
1530,1,1,7,1,-0.828354909474,-1.0758123655071457
4376,3,3,1,9,0.530880772423,0.6728632671422453
6254,4,7,7,6,-0.348897746061,-0.19723233442585597
5096,3,9,1,3,0.0677895019184,0.11753610024008018
2923,2,2,1,8,0.503582807185,0.7812040760342742
1714,1,3,1,9,0.938628529027,0.8145278965814422
7158,5,4,1,8,0.102016944561,0.1850715644975151
6803,5,1,2,5,-0.285943257059,-0.40626100497650885
3045,2,3,1,9,0.583906325109,1.0858451811958019
3045,2,3,1,9,0.583906325109,0.7612250829267432
7170,5,4,2,9,-0.165545994258,-0.0781796079387061
3770,2,9,1,8,-0.237128744881,-0.0922287154592312
3039,2,3,1,3,-0.215872661902,-0.4110943394884071
11662,8,8,4,2,0.548888332459,0.5255317023034094
3243,2,4,8,9,-0.516406110929,-0.7482723880245901
4183,3,1,6,3,-0.545843357139,-0.5866672101086645
2225,1,7,4,3,-0.462661593066,-0.380464733434092
1955,1,5,1,8,-0.0527196536402,0.1070400233866469
12560,9,4,8,9,0.218846874066,0.38928280323868797
11815,8,9,7,1,-0.113590832766,-0.30160755955369334
11760,8,9,2,1,0.547189957912,0.4648312343184219
2242,1,7,5,9,-0.286502599226,-0.04585401433580111
5707,4,3,1,9,0.459638767338,0.2707654414721488
2864,2,1,7,4,-0.546409205514,-0.3349308233679158
11766,8,9,2,7,0.473123877073,0.43590769232667637
6304,4,8,1,1,0.588719999814,0.9150867360171149
11361,8,5,9,9,-0.577273823322,-0.6049489711763516
1469,1,1,1,6,0.395888337847,0.6426863927172812
13036,9,8,8,1,0.0303411770952,0.4125163047124186
12972,9,8,2,3,0.785138029528,0.7564867572430176
13099,9,9,2,9,-0.00647433462836,-0.22749837727136138
10782,8,1,1,2,0.211238836981,-0.10569501273441317
10110,7,6,6,1,0.598479874057,0.4623027358144802
3821,2,9,6,4,-0.210805274988,-0.06517827946557017
1971,1,5,3,2,-0.212171402442,-0.168408810726004
1714,1,3,1,9,0.938628529027,0.9335454778409661
2026,1,5,8,2,-1.35590163701,-1.4455343128003892
4375,3,3,1,8,0.363297716041,0.4538808146170309
4749,3,6,2,8,-0.00857912820479,0.08861418514534079
7165,5,4,2,4,0.0742888692996,0.31958671437574865
